store,category,domain,website,lead_quality_score,priority_tier,known_source,why_high_quality,shopify_signal,best_email,public_emails,email_confidence,email_source_url,contact_pages_checked,linkedin_profiles_found,x_profiles_found,instagram_profiles_found,facebook_profiles_found,tiktok_profiles_found,youtube_profiles_found,public_profile_links,profile_status,hunter_domain_search,linkedin_search,channel,quick_check_command,exact_pitch,crawl_notes
TAFT,Footwear,taftclothing.com,https://taftclothing.com,93,A,DTC footwear,Statement footwear sizing and occasion matching,yes,support@taftclothing.com,support@taftclothing.com,high_site,https://taftclothing.com/pages/accessibility,https://taftclothing.com; https://taftclothing.com; https://taftclothing.com/pages/about-us; https://taftclothing.com/pages/contact-us; https://taftclothing.com/pages/faq; https://taftclothing.com/pages/about-us; https://taftclothing.com/pages/accessibility,,,https://www.instagram.com/taft,https://www.facebook.com/taftclothing,https://www.tiktok.com/@taft.shoes,https://www.youtube.com/channel/UCIETp_u72CRVC9LXv4eBicg,https://www.instagram.com/taft; https://www.facebook.com/taftclothing; https://www.tiktok.com/@taft.shoes; https://www.youtube.com/channel/UCIETp_u72CRVC9LXv4eBicg,direct_profile_found,https://hunter.io/search/taftclothing.com,https://www.linkedin.com/search/results/companies/?keywords=TAFT,email first; LinkedIn or Instagram fallback,bun dev # then audit taftclothing.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For TAFT, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your footwear catalog, answer buyer questions like statement footwear sizing and occasion matching, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread TAFT, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Wolf & Shepherd,Footwear,wolfandshepherd.com,https://wolfandshepherd.com,93,A,DTC footwear,Dress sneaker positioning and sizing,yes,wholesale@wolfandshepherd.com,wholesale@wolfandshepherd.com; retail@wolfandshepherd.com; help@wolfandshepherd.com; nymadison@wolfandshepherd.com; welcome@wolfandshepherd.com; ny@wolfandshepherd.com; la@wolfandshepherd.com; mechelle@bvaccel.com,high_site,https://wolfandshepherd.com/pages/contact-information,https://wolfandshepherd.com; https://wolfandshepherd.com; https://wolfandshepherd.com/pages/contact-information; https://wolfandshepherd.com/pages/faq; https://wolfandshepherd.com/pages/store-locator; https://wolfandshepherd.com/pages/about; https://wolfandshepherd.com/pages/about; https://wolfandshepherd.com/blogs/press; https://wolfandshepherd.com/pages/contact-information; https://wolfandshepherd.com/pages/retail-store,,,https://instagram.com/wolfandshepherd; https://www.instagram.com/wolfandshepherd,,,,https://instagram.com/wolfandshepherd; https://www.instagram.com/wolfandshepherd,direct_profile_found,https://hunter.io/search/wolfandshepherd.com,https://www.linkedin.com/search/results/companies/?keywords=Wolf%20%26%20Shepherd,email first; LinkedIn or Instagram fallback,bun dev # then audit wolfandshepherd.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Wolf & Shepherd, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your footwear catalog, answer buyer questions like dress sneaker positioning and sizing, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Wolf & Shepherd, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
M.Gemi,Footwear,mgemi.com,https://mgemi.com,93,A,DTC footwear,Luxury shoe discovery,yes,wholesale@mgemi.com,wholesale@mgemi.com; pr@mgemi.com; assistant@mgemi.com; careers@m.gemi,high_site,https://mgemi.com,https://mgemi.com; https://mgemi.com; https://mgemi.com/pages/contact; https://mgemi.com/pages/faq; https://mgemi.com/pages/press; https://mgemi.com/pages/about; https://mgemi.com/pages/about-us; https://mgemi.com/pages/about-us,,https://twitter.com/mgemi,https://www.instagram.com/mgemi,https://www.facebook.com/mgemishoes,https://www.tiktok.com/@mgemiitalia,,https://twitter.com/mgemi; https://www.instagram.com/mgemi; https://www.facebook.com/mgemishoes; https://www.tiktok.com/@mgemiitalia,direct_profile_found,https://hunter.io/search/mgemi.com,https://www.linkedin.com/search/results/companies/?keywords=M.Gemi,email first; LinkedIn or Instagram fallback,bun dev # then audit mgemi.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For M.Gemi, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your footwear catalog, answer buyer questions like luxury shoe discovery, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread M.Gemi, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Koio,Footwear,koio.co,https://www.koio.co/,93,A,DTC footwear,Sneaker sizing and materials,yes,hello@koio.co,hello@koio.co,high_site,https://www.koio.co/,https://www.koio.co/; https://www.koio.co; https://www.koio.co/pages/contact,,,https://www.instagram.com/koio,https://www.facebook.com/Koio,https://www.tiktok.com/@koio,https://www.youtube.com/@koionewyork,https://www.instagram.com/koio; https://www.facebook.com/Koio; https://www.tiktok.com/@koio; https://www.youtube.com/@koionewyork,direct_profile_found,https://hunter.io/search/koio.co,https://www.linkedin.com/search/results/companies/?keywords=Koio,email first; LinkedIn or Instagram fallback,bun dev # then audit koio.co,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Koio, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your footwear catalog, answer buyer questions like sneaker sizing and materials, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Koio, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Greats,Footwear,greats.com,https://www.greats.com/,93,A,DTC footwear,Sneaker sizing and style discovery,yes,online@greats.com,online@greats.com; partners@greatsbrand.com; press@greatsbrand.com; support@greatsbrand.com,high_site,https://www.greats.com/pages/faq,https://www.greats.com/; https://www.greats.com; https://www.greats.com/pages/contact; https://www.greats.com/pages/contact; https://www.greats.com/pages/contact; https://www.greats.com/pages/contact; https://www.greats.com/pages/faq; https://www.greats.com/pages/our-story; https://www.greats.com/pages/accessibility,,https://twitter.com/greatsbrand,https://www.instagram.com/greats,https://www.facebook.com/GreatsBrand,,https://www.youtube.com/channel/UC6aQTqGoLwQNiVTlBh9eZhQ,https://twitter.com/greatsbrand; https://www.instagram.com/greats; https://www.facebook.com/GreatsBrand; https://www.youtube.com/channel/UC6aQTqGoLwQNiVTlBh9eZhQ,direct_profile_found,https://hunter.io/search/greats.com,https://www.linkedin.com/search/results/companies/?keywords=Greats,email first; LinkedIn or Instagram fallback,bun dev # then audit greats.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Greats, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your footwear catalog, answer buyer questions like sneaker sizing and style discovery, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Greats, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Thursday Boots,Footwear,thursdayboots.com,https://thursdayboots.com,93,A,DTC footwear,Boot sizing and leather care questions,yes,priority@thursdayboots.com,priority@thursdayboots.com; teamthursday@thursdayboots.com; accessibility@thursdayboots.com; %20reboots@thursdayboots.com; reboots@thursdayboots.com; info@stagheaddesigns.com,high_site,https://thursdayboots.com,https://thursdayboots.com; https://thursdayboots.com; https://thursdayboots.com/pages/email-us; https://thursdayboots.com/pages/faq; https://thursdayboots.com/pages/faq; https://thursdayboots.com/pages/featured-press; https://thursdayboots.com/pages/accessibility-statement; https://thursdayboots.com/pages/featured-press; https://thursdayboots.com/pages/accessibility-statement,,https://help.twitter.com/en/using-twitter/picture-descriptions; https://twitter.com/ThursdayBootCo,https://about.instagram.com/blog/announcements/improved-accessibility-through-alternative-text-support; https://help.instagram.com/1178723545597542; https://www.instagram.com/thursdayboots; https://www.instagram.com/explore/tags/thursdayboots,https://www.facebook.com/help/accessibility; https://www.facebook.com/ThursdayBoots,,https://www.youtube.com/c/Thursdayboots,https://help.twitter.com/en/using-twitter/picture-descriptions; https://twitter.com/ThursdayBootCo; https://about.instagram.com/blog/announcements/improved-accessibility-through-alternative-text-support; https://help.instagram.com/1178723545597542; https://www.instagram.com/thursdayboots; https://www.facebook.com/help/accessibility; https://www.facebook.com/ThursdayBoots; https://www.youtube.com/c/Thursdayboots,direct_profile_found,https://hunter.io/search/thursdayboots.com,https://www.linkedin.com/search/results/companies/?keywords=Thursday%20Boots,email first; LinkedIn or Instagram fallback,bun dev # then audit thursdayboots.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Thursday Boots, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your footwear catalog, answer buyer questions like boot sizing and leather care questions, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Thursday Boots, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Helm Boots,Footwear,helmboots.com,https://helmboots.com,93,A,DTC footwear,Boot sizing and fit guidance,yes,contact@helmboots.com,contact@helmboots.com,high_site,https://helmboots.com,https://helmboots.com; https://helmboots.com; https://helmboots.com/pages/customer-service; https://helmboots.com/pages/customer-service; https://helmboots.com/pages/faq; https://helmboots.com/pages/wholesale; https://helmboots.com/pages/customer-service; https://helmboots.com/pages/press; https://helmboots.com/pages/press; https://helmboots.com/pages/our-story,,,https://www.instagram.com/helmboots,https://www.facebook.com/HELMBoots,,,https://www.instagram.com/helmboots; https://www.facebook.com/HELMBoots,direct_profile_found,https://hunter.io/search/helmboots.com,https://www.linkedin.com/search/results/companies/?keywords=Helm%20Boots,email first; LinkedIn or Instagram fallback,bun dev # then audit helmboots.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Helm Boots, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your footwear catalog, answer buyer questions like boot sizing and fit guidance, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Helm Boots, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
ThirdLove,Apparel,thirdlove.com,https://www.thirdlove.com/,93,A,DTC apparel,Bra fit and sizing guidance,yes,press@thirdlove.com,press@thirdlove.com,high_site,https://www.thirdlove.com/pages/press,https://www.thirdlove.com/; https://www.thirdlove.com; https://www.thirdlove.com/; https://www.thirdlove.com/; https://www.thirdlove.com/; https://www.thirdlove.com/; https://www.thirdlove.com/; https://www.thirdlove.com/pages/press; https://www.thirdlove.com/pages/press; https://www.thirdlove.com/,,,https://www.instagram.com/thirdlove,https://www.facebook.com/thirdlove,https://www.tiktok.com/@thirdlove,,https://www.instagram.com/thirdlove; https://www.facebook.com/thirdlove; https://www.tiktok.com/@thirdlove,direct_profile_found,https://hunter.io/search/thirdlove.com,https://www.linkedin.com/search/results/companies/?keywords=ThirdLove,email first; LinkedIn or Instagram fallback,bun dev # then audit thirdlove.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For ThirdLove, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your apparel catalog, answer buyer questions like bra fit and sizing guidance, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread ThirdLove, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
TomboyX,Apparel,tomboyx.com,https://tomboyx.com,93,A,DTC apparel,Inclusive sizing and fit guidance,yes,help@tomboyx.com,help@tomboyx.com,high_site,https://tomboyx.com/pages/contact,https://tomboyx.com; https://tomboyx.com; https://tomboyx.com/pages/contact; https://tomboyx.com/pages/contact; https://tomboyx.com/pages/contact; https://tomboyx.kustomer.help/; https://tomboyx.com/pages/press; https://tomboyx.com/pages/about-us-1; https://tomboyx.com/pages/about-us-1; https://tomboyx.com/collections/the-compression-top,https://www.linkedin.com/company/tomboy-exchange,https://tomboyx.com; https://tomboyx.com/cdn/shop/files/x_Favicon_32x32.webp; https://tomboyx.com/cdn/shop/t/961/assets/theme.css; https://tomboyx.com/cdn/shop/t/961/assets/custom.scss.css; https://tomboyx.com/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css,https://www.instagram.com/tomboyx,https://www.facebook.com/tomboyx,https://www.tiktok.com/@tomboyx,https://www.youtube.com/c/Tomboyx; https://www.youtube.com/watch; https://www.youtube.com/channel/UCVru2rpfR2Fk8h7TofuzavQ,https://www.linkedin.com/company/tomboy-exchange; https://tomboyx.com; https://tomboyx.com/cdn/shop/files/x_Favicon_32x32.webp; https://tomboyx.com/cdn/shop/t/961/assets/theme.css; https://www.instagram.com/tomboyx; https://www.facebook.com/tomboyx; https://www.tiktok.com/@tomboyx; https://www.youtube.com/c/Tomboyx; https://www.youtube.com/watch; https://www.youtube.com/channel/UCVru2rpfR2Fk8h7TofuzavQ,direct_profile_found,https://hunter.io/search/tomboyx.com,https://www.linkedin.com/search/results/companies/?keywords=TomboyX,email first; LinkedIn or Instagram fallback,bun dev # then audit tomboyx.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For TomboyX, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your apparel catalog, answer buyer questions like inclusive sizing and fit guidance, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread TomboyX, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Andie Swim,Apparel,andieswim.com,https://andieswim.com,93,A,DTC apparel,Swim fit and sizing,yes,partnerships@andieswim.com,partnerships@andieswim.com; wholesale@andieswim.com; rpwholesale@andieswim.com; press@andieswim.com; hello@andieswim.com; orders@andieswim.com; careers@andieswim.com,high_site,https://andieswim.com/pages/contact-us,https://andieswim.com; https://andieswim.com; https://andieswim.com/pages/contact-us; https://andieswim.com/pages/faq; https://andieswim.com/pages/wholesale; https://andieswim.com/pages/about; https://andieswim.com/pages/about,,,https://www.instagram.com/andieswim,,,,https://www.instagram.com/andieswim,direct_profile_found,https://hunter.io/search/andieswim.com,https://www.linkedin.com/search/results/companies/?keywords=Andie%20Swim,email first; LinkedIn or Instagram fallback,bun dev # then audit andieswim.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Andie Swim, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your apparel catalog, answer buyer questions like swim fit and sizing, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Andie Swim, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Summersalt,Apparel,summersalt.com,https://www.summersalt.com/,93,A,DTC apparel,Swim/apparel sizing and travel discovery,yes,press@summersalt.com,press@summersalt.com; hello@summersalt.com; bulkorders@summersalt.com; accessibility@summersalt.com,high_site,https://www.summersalt.com/,https://www.summersalt.com/; https://www.summersalt.com; https://www.summersalt.com/pages/contact-us; https://www.summersalt.com/pages/support; https://www.summersalt.com/pages/faq; https://www.summersalt.com/pages/about; https://www.summersalt.com/collections/boob-support; https://www.summersalt.com/pages/choose-faq; https://www.summersalt.com/pages/accessibility-statement,,,https://www.instagram.com/summersalt; https://www.instagram.com/accounts/login; https://instagram.com/summersalt; https://www.instagram.com/summersalt/tagged,https://www.facebook.com/gosummersalt; https://www.facebook.com/watch/gosummersalt,,,https://www.instagram.com/summersalt; https://www.instagram.com/accounts/login; https://instagram.com/summersalt; https://www.facebook.com/gosummersalt; https://www.facebook.com/watch/gosummersalt,direct_profile_found,https://hunter.io/search/summersalt.com,https://www.linkedin.com/search/results/companies/?keywords=Summersalt,email first; LinkedIn or Instagram fallback,bun dev # then audit summersalt.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Summersalt, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your apparel catalog, answer buyer questions like swim/apparel sizing and travel discovery, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Summersalt, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Frankies Bikinis,Apparel,frankiesbikinis.com,https://frankiesbikinis.com,93,A,DTC apparel,Swim sizing and seasonal launches,yes,sales@frankiesbikinis.com,sales@frankiesbikinis.com; support@frankiesbikinis.com,high_site,https://frankiesbikinis.com/pages/contact,https://frankiesbikinis.com; https://frankiesbikinis.com; https://frankiesbikinis.com/pages/contact; https://frankiesbikinis.com/; https://frankiesbikinis.com/pages/online-retailers; https://frankiesbikinis.com/blogs/news; https://frankiesbikinis.com/pages/our-story; https://frankiesbikinis.com/pages/our-story; https://frankiesbikinis.com/pages/international-faq; https://frankiesbikinis.com/pages/wholesale-inquiries,,,https://instagram.com/frankiesbikinis,https://facebook.com/frankiesbikinis,https://www.tiktok.com/@frankiesbikinis,https://www.youtube.com/channel/UCL4yRIO0TJOjTesddoMS55A,https://instagram.com/frankiesbikinis; https://facebook.com/frankiesbikinis; https://www.tiktok.com/@frankiesbikinis; https://www.youtube.com/channel/UCL4yRIO0TJOjTesddoMS55A,direct_profile_found,https://hunter.io/search/frankiesbikinis.com,https://www.linkedin.com/search/results/companies/?keywords=Frankies%20Bikinis,email first; LinkedIn or Instagram fallback,bun dev # then audit frankiesbikinis.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Frankies Bikinis, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your apparel catalog, answer buyer questions like swim sizing and seasonal launches, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Frankies Bikinis, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Rare Beauty,Beauty,rarebeauty.com,https://www.rarebeauty.com/,93,A,DTC beauty,Shade and product education,yes,hello@rarebeauty.com,hello@rarebeauty.com,high_site,https://www.rarebeauty.com/pages/contact,https://www.rarebeauty.com/; https://www.rarebeauty.com; https://www.rarebeauty.com/pages/contact; https://www.rarebeauty.com/pages/contact; https://www.rarebeauty.com/pages/contact; https://www.rarebeauty.com/pages/faqs; https://www.rarebeauty.com/pages/about; https://www.rarebeauty.com/pages/about; https://www.rarebeauty.com/pages/about; https://www.rarebeauty.com/pages/accessibility,,https://twitter.com/rarebeauty,https://www.instagram.com/rarebeauty,https://www.facebook.com/Rare-Beauty-102403614660064,,https://www.youtube.com/channel/UCvOtsjwO04Seaep0J2clYEw,https://twitter.com/rarebeauty; https://www.instagram.com/rarebeauty; https://www.facebook.com/Rare-Beauty-102403614660064; https://www.youtube.com/channel/UCvOtsjwO04Seaep0J2clYEw,direct_profile_found,https://hunter.io/search/rarebeauty.com,https://www.linkedin.com/search/results/companies/?keywords=Rare%20Beauty,email first; LinkedIn or Instagram fallback,bun dev # then audit rarebeauty.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Rare Beauty, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your beauty catalog, answer buyer questions like shade and product education, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Rare Beauty, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
ILIA,Beauty,iliabeauty.com,https://iliabeauty.com,93,A,DTC beauty,Clean beauty shade/routine discovery,yes,support@iliabeauty.com,support@iliabeauty.com; u003esupport@iliabeauty.com,high_site,https://support.iliabeauty.com/en-US/contact,https://iliabeauty.com; https://iliabeauty.com; https://iliabeauty.com/pages/contact; https://iliabeauty.com/pages/about; https://support.iliabeauty.com/en-US/contact; https://iliabeauty.com/pages/accessibility-statement-for-individuals-with-disabilities,,https://twitter.com/iliabeauty,https://www.instagram.com/iliabeauty; https://www.instagram.com/sashaplavsic,https://www.facebook.com/ILIAbeauty,https://www.tiktok.com/@officialiliabeauty,https://www.youtube.com/channel/UCnfDrHrielQcTF0fFusUIRQ,https://twitter.com/iliabeauty; https://www.instagram.com/iliabeauty; https://www.instagram.com/sashaplavsic; https://www.facebook.com/ILIAbeauty; https://www.tiktok.com/@officialiliabeauty; https://www.youtube.com/channel/UCnfDrHrielQcTF0fFusUIRQ,direct_profile_found,https://hunter.io/search/iliabeauty.com,https://www.linkedin.com/search/results/companies/?keywords=ILIA,email first; LinkedIn or Instagram fallback,bun dev # then audit iliabeauty.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For ILIA, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your beauty catalog, answer buyer questions like clean beauty shade/routine discovery, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread ILIA, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
MERIT,Beauty,meritbeauty.com,https://www.meritbeauty.com/,93,A,DTC beauty,Minimal routine and shade matching,yes,hi@meritbeauty.com,hi@meritbeauty.com,high_site,https://www.meritbeauty.com/pages/contact-us,https://www.meritbeauty.com/; https://www.meritbeauty.com; https://www.meritbeauty.com/pages/contact-us; https://www.meritbeauty.com/pages/faq; https://www.meritbeauty.com/pages/about; https://www.meritbeauty.com/pages/website-accessibility-statement,https://www.linkedin.com/company/meritbeauty/jobs,,,,,,https://www.linkedin.com/company/meritbeauty/jobs,direct_profile_found,https://hunter.io/search/meritbeauty.com,https://www.linkedin.com/search/results/companies/?keywords=MERIT,email first; LinkedIn or Instagram fallback,bun dev # then audit meritbeauty.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For MERIT, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your beauty catalog, answer buyer questions like minimal routine and shade matching, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread MERIT, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Saie,Beauty,saiehello.com,https://saiehello.com,93,A,DTC beauty,Shade and routine discovery,yes,hi@saiehello.com,hi@saiehello.com; community@saiehello.com; sustainability@saiehello.com; careers@saiehello.com; saie@sunshinesachs.com,high_site,https://saiehello.com/pages/contact,https://saiehello.com; https://saiehello.com; https://saiehello.com/pages/contact; https://saiehello.com/pages/wholesale,,,https://www.instagram.com/saiebeauty,https://www.facebook.com/saiebeauty,https://www.tiktok.com/@saiebeauty,https://www.youtube.com/c/Saiehello,https://www.instagram.com/saiebeauty; https://www.facebook.com/saiebeauty; https://www.tiktok.com/@saiebeauty; https://www.youtube.com/c/Saiehello,direct_profile_found,https://hunter.io/search/saiehello.com,https://www.linkedin.com/search/results/companies/?keywords=Saie,email first; LinkedIn or Instagram fallback,bun dev # then audit saiehello.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Saie, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your beauty catalog, answer buyer questions like shade and routine discovery, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Saie, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Tower 28,Beauty,tower28beauty.com,https://www.tower28beauty.com/,93,A,DTC beauty,Sensitive-skin beauty education,yes,partnerships@tower28beauty.com,partnerships@tower28beauty.com; press@tower28beauty.com; exclusively@tower28beauty.com; community@tower28beauty.com; hey@tower28beauty.com,high_site,https://www.tower28beauty.com/pages/contact-us,https://www.tower28beauty.com/; https://www.tower28beauty.com; https://www.tower28beauty.com/pages/contact-us; https://www.tower28beauty.com/pages/contact-us; https://www.tower28beauty.com/pages/faq; https://www.tower28beauty.com/pages/about-2-0; https://www.tower28beauty.com/pages/accessibility; https://www.tower28beauty.com/pages/about-2-0; https://www.tower28beauty.com/pages/faq,,,https://www.instagram.com/tower28beauty,,https://www.tiktok.com/@tower28beauty,https://www.youtube.com/hashtag/tower28,https://www.instagram.com/tower28beauty; https://www.tiktok.com/@tower28beauty; https://www.youtube.com/hashtag/tower28,direct_profile_found,https://hunter.io/search/tower28beauty.com,https://www.linkedin.com/search/results/companies/?keywords=Tower%2028,email first; LinkedIn or Instagram fallback,bun dev # then audit tower28beauty.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Tower 28, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your beauty catalog, answer buyer questions like sensitive-skin beauty education, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Tower 28, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Kosas,Beauty,kosas.com,https://kosas.com,93,A,DTC beauty,Shade and routine discovery,yes,letschat@kosas.com,letschat@kosas.com; info@kosascosmetics.com,high_site,https://kosas.com/pages/help,https://kosas.com; https://kosas.com; https://kosas.com/pages/help; https://kosas.com/pages/contact-us; https://kosas.com/pages/help; https://kosas.com/pages/about; https://kosas.com/pages/accessibility; https://kosas.com/products/impressionist-multistick; https://kosas.com/products/impressionist-multistick?variant=45636889804857; https://kosas.com/products/impressionist-multistick?variant=45636889837625,,,https://www.instagram.com/kosas,https://www.facebook.com/kosascosmetics,https://www.tiktok.com/@kosas,https://www.youtube.com/c/kosascosmetics,https://www.instagram.com/kosas; https://www.facebook.com/kosascosmetics; https://www.tiktok.com/@kosas; https://www.youtube.com/c/kosascosmetics,direct_profile_found,https://hunter.io/search/kosas.com,https://www.linkedin.com/search/results/companies/?keywords=Kosas,email first; LinkedIn or Instagram fallback,bun dev # then audit kosas.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Kosas, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your beauty catalog, answer buyer questions like shade and routine discovery, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Kosas, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Westman Atelier,Beauty,westman-atelier.com,https://www.westman-atelier.com/,93,A,DTC beauty,Luxury beauty shade discovery,yes,sales@westman-atelier.com,sales@westman-atelier.com; contact@westman-atelier.com; care@westman-atelier.com; shadematch@westman-atelier.com; social@westman-atelier.com; info@stagheaddesigns.com,high_site,https://www.westman-atelier.com/pages/faq,https://www.westman-atelier.com/; https://www.westman-atelier.com; https://www.westman-atelier.com/pages/contact-us; https://www.westman-atelier.com/pages/faq; https://www.westman-atelier.com/pages/the-atelier; https://www.westman-atelier.com/pages/accessibility,,,https://www.instagram.com/westmanatelier,https://www.facebook.com/Westman-Atelier-365591004016402,https://www.tiktok.com/@westmanatelier,https://www.youtube.com/channel/UCCD2zHYKYJLUe4B71SDneZg,https://www.instagram.com/westmanatelier; https://www.facebook.com/Westman-Atelier-365591004016402; https://www.tiktok.com/@westmanatelier; https://www.youtube.com/channel/UCCD2zHYKYJLUe4B71SDneZg,direct_profile_found,https://hunter.io/search/westman-atelier.com,https://www.linkedin.com/search/results/companies/?keywords=Westman%20Atelier,email first; LinkedIn or Instagram fallback,bun dev # then audit westman-atelier.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Westman Atelier, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your beauty catalog, answer buyer questions like luxury beauty shade discovery, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Westman Atelier, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Tatcha,Beauty,tatcha.com,https://tatcha.com,93,A,DTC beauty,Skin concern and routine education,yes,customercare@tatcha.com,customercare@tatcha.com,high_site,https://tatcha.com/pages/accessibility,https://tatcha.com; https://tatcha.com; https://tatcha.com/pages/contact; https://tatcha.com/collections/shop-all; https://tatcha.com/pages/our-story; https://tatcha.com/pages/accessibility; https://help.tatcha.com/contact/contact-us-r1yuiAfxge,,,https://www.instagram.com/tatcha,https://www.facebook.com/TatchaBeauty,https://www.tiktok.com/@tatcha,,https://www.instagram.com/tatcha; https://www.facebook.com/TatchaBeauty; https://www.tiktok.com/@tatcha,direct_profile_found,https://hunter.io/search/tatcha.com,https://www.linkedin.com/search/results/companies/?keywords=Tatcha,email first; LinkedIn or Instagram fallback,bun dev # then audit tatcha.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Tatcha, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your beauty catalog, answer buyer questions like skin concern and routine education, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Tatcha, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
